Employee_ID,Branch_ID,Full_Name,Position,Department_ID,Salary,Hire_Date,Status
368,644,Kristin Moody,Financial Analyst,4,79308.65,2020-02-09,On Leave
369,60,Beth Garcia,Security Officer,29,48378.27,2025-02-09,Resigned
370,186,Elizabeth Wilson,Customer Service Representative,3,78815.65,2015-07-15,Active
371,657,Elizabeth Brown,Accountant,17,94150.66,2022-11-24,On Leave
372,528,Marcus Ochoa,Data Analyst,4,92242.52,2023-09-07,Resigned
373,565,Aaron Rivera,Accountant,7,105743.57,2021-03-08,Active
374,420,Kyle Livingston MD,IT Support,14,42495.54,2021-10-27,Resigned
375,87,Michael Harper,IT Support,19,69167.46,2019-06-29,Active
376,231,Mr. Cody Perkins PhD,Risk Manager,12,90504.58,2025-01-12,On Leave
377,108,Heather Roberts,IT Support,19,48298.15,2016-11-10,Resigned
378,408,Melissa Jones,Accountant,28,40311.63,2021-03-03,Active
379,291,Matthew Gross,Bank Teller,17,79027.13,2023-09-25,Resigned
380,650,Deanna Hardy,Compliance Officer,16,113043.62,2017-04-14,On Leave
381,108,Daniel Henderson,Compliance Officer,19,113888.03,2024-12-06,Active
382,175,Daniel Campbell,Financial Analyst,10,101333.3,2019-12-07,On Leave
383,476,Eric Baldwin,IT Support,11,117750.29,2019-01-26,On Leave
384,620,Michelle Villegas,HR Manager,24,88072.16,2024-07-03,Active
385,11,Paul Reese,Customer Service Representative,23,56398.74,2017-05-20,Active
386,331,Mariah Howe,Customer Service Representative,11,119515.69,2019-01-09,On Leave
387,556,Todd Sanchez,Loan Officer,12,96725.51,2023-08-20,Active
388,301,Gregory Melendez,IT Support,14,58003.29,2020-09-26,Active
389,683,Hayley Brown,Investment Advisor,21,73131.44,2019-11-30,Active
390,409,Vanessa Haynes,Compliance Officer,30,84689.89,2021-05-09,Active
391,462,Deanna Townsend,HR Manager,4,56953.5,2018-05-19,On Leave
392,209,David Lee,Data Analyst,9,94399.06,2021-09-11,Resigned
393,130,Tina Williams MD,Bank Teller,14,114251.84,2020-10-02,Active
394,102,Victor Reyes,Branch Manager,2,60234.66,2023-01-23,On Leave
395,395,Melinda Delgado,HR Manager,9,73663.03,2018-11-26,Active
396,594,Kristine Mcdonald,Loan Officer,22,54642.73,2020-07-08,Resigned
397,137,Andrew Floyd,Risk Manager,20,50190.22,2020-04-23,Resigned
398,450,Richard Jackson,Financial Analyst,17,91360.37,2019-08-23,Resigned
399,200,Austin Harrell,Customer Service Representative,7,83560.21,2020-11-29,Active
400,141,Dawn Robinson,Risk Manager,30,54214.43,2016-07-05,Resigned
401,664,Karina Alexander,Compliance Officer,30,50954.32,2018-07-08,On Leave
402,582,Sarah Harris,Compliance Officer,3,77657.16,2021-07-14,Active
403,272,Samantha Cross MD,Data Analyst,22,35096.62,2021-08-18,On Leave
404,507,Katherine Medina,Credit Analyst,23,95858.05,2023-04-28,Active
405,419,Billy Ryan,Investment Advisor,8,56443.67,2022-09-18,On Leave
406,575,Emily Brooks,Data Analyst,12,108736.57,2018-04-12,On Leave
407,75,Jennifer Harding,Credit Analyst,2,52464.97,2024-03-30,Active
408,642,Steven Stewart,HR Manager,4,43517.15,2021-12-21,Active
409,218,Emily Hayes,Risk Manager,3,95363.6,2022-01-24,Active
410,671,Michelle Hernandez,Investment Advisor,9,45374.76,2017-10-27,Active
411,452,Brandon Rogers,HR Manager,15,104749.01,2024-05-22,Active
412,529,Cheryl Schmidt,Accountant,6,35646.34,2019-06-15,Resigned
413,61,Vanessa Smith,Accountant,29,52598.38,2024-04-08,On Leave
414,164,Jeffery Mcdowell,Customer Service Representative,8,47675.61,2023-04-28,Resigned
415,295,Robert Wong Jr.,Accountant,16,119077.69,2018-09-14,On Leave
416,176,Jennifer Gutierrez,Loan Officer,26,57291.72,2024-12-15,Resigned
417,481,Brandon Reeves,Credit Analyst,13,64944.02,2025-02-09,Resigned
418,610,Ryan Wilkins,Accountant,19,91279.65,2022-10-02,Active
419,254,Susan Warren,Credit Analyst,3,36976.15,2020-05-03,Active
420,103,Cheryl Bishop,Branch Manager,16,43727.27,2017-05-02,Active
421,250,James Murphy,IT Support,30,48893.63,2020-04-06,Active
422,422,Stephen Hawkins,Risk Manager,26,99446.23,2024-04-07,Resigned
423,543,Debra Armstrong,HR Manager,4,30424.34,2020-08-20,Active
424,551,Troy Ray,Security Officer,18,73282.3,2018-03-06,Active
425,330,Kimberly Anderson,HR Manager,25,56829.61,2015-11-20,Active
426,379,Cynthia Smith,Risk Manager,20,77531.33,2017-05-21,Resigned
427,623,Maria Hart,Compliance Officer,22,45429.48,2016-11-13,Active
428,375,David Arias,Security Officer,19,63387.91,2018-11-14,Active
429,338,Chad Green,HR Manager,28,45790.99,2021-01-05,Resigned
430,453,Steven Hamilton,IT Support,14,112576.59,2015-09-28,On Leave
431,321,Gregory Hall,Security Officer,8,119582.18,2023-09-01,On Leave
432,329,Michael Day,Risk Manager,23,48730.02,2016-05-05,On Leave
433,214,Deborah Wright,Loan Officer,16,77562.54,2023-07-31,Resigned
434,78,Robert Harrison,Compliance Officer,16,55129.47,2017-11-27,On Leave
435,150,Marie Frye,Credit Analyst,3,102940.24,2015-12-23,Resigned
436,322,Jenny Wyatt,Data Analyst,21,60499.36,2017-10-18,Active
437,159,Adam Nichols,Customer Service Representative,23,51356.44,2020-06-15,Resigned
438,63,Jorge Cooke,HR Manager,17,100975.74,2023-09-22,On Leave
439,42,Pamela Jimenez,Compliance Officer,17,118083.46,2024-12-01,Resigned
440,315,Andrea Howard,HR Manager,12,83299.84,2022-05-24,Resigned
441,674,Alexis Mason,Bank Teller,21,114248.25,2018-02-13,Resigned
442,47,Douglas Wilson,IT Support,16,60492.52,2016-10-31,On Leave
443,646,Anthony Nelson,Compliance Officer,17,68844.33,2021-11-17,Resigned
444,230,Jessica Phillips,IT Support,17,75701.6,2019-01-17,Active
445,174,Heidi Ramirez,Bank Teller,20,55737.12,2020-05-07,Resigned
446,568,Keith Cooley,Loan Officer,12,37754.02,2018-08-29,Active
447,318,Catherine Henry,Customer Service Representative,12,82869.7,2016-05-31,Active
448,318,Rick Dillon,Customer Service Representative,3,108713.89,2018-02-27,Resigned
449,557,Jeffrey Robinson,Branch Manager,1,98167.84,2017-08-07,Active
450,695,Erin Wilson,Customer Service Representative,5,95638.0,2021-04-17,Active
451,564,Breanna Case,HR Manager,2,55534.84,2018-12-15,Resigned
452,324,Robin Haley,Risk Manager,22,99653.64,2022-05-05,On Leave
453,407,James Ibarra,Data Analyst,1,61763.55,2023-06-10,Resigned
454,95,Eileen Bowen,Data Analyst,15,76150.74,2020-12-26,Active
455,597,Richard Barajas,Risk Manager,27,88606.49,2018-03-16,Resigned
456,66,Cory Graves,Branch Manager,6,41492.26,2018-04-14,On Leave
457,484,Donna Juarez,Compliance Officer,13,57829.9,2019-02-08,Active
458,521,Joseph Dorsey,Security Officer,13,36790.59,2019-06-24,Resigned
459,424,Hannah Palmer,Risk Manager,29,77045.19,2018-02-11,On Leave
460,51,Linda Daniels,Investment Advisor,8,119786.04,2017-06-07,Active
461,200,Kylie Williams,Financial Analyst,5,68380.95,2019-11-15,Resigned
462,438,Frank Green,Branch Manager,28,41105.12,2015-06-05,On Leave
463,234,Bailey Torres,Investment Advisor,17,80766.36,2018-08-08,Resigned
464,78,Stephanie Parker,Compliance Officer,10,87097.87,2023-02-27,Active
465,431,Brittany Hall,Investment Advisor,3,100527.88,2019-06-16,On Leave
466,83,Shawn Lam,Bank Teller,21,31085.53,2023-07-13,On Leave
467,541,Tracy Oneal,Security Officer,1,82645.96,2020-10-09,On Leave
468,489,Justin Murphy,Financial Analyst,10,55527.48,2015-10-15,On Leave
469,247,Brandon Stafford,Compliance Officer,6,63621.03,2018-04-26,On Leave
470,75,Craig Johnson,Credit Analyst,13,77850.5,2020-05-24,On Leave
471,304,Richard Haas,Credit Analyst,29,112939.11,2024-02-16,Active
472,537,Elizabeth Rojas,Financial Analyst,29,53297.42,2017-10-21,On Leave
473,635,Peggy Campbell,Accountant,29,78315.38,2020-12-02,Resigned
474,519,Cameron Hoffman,Investment Advisor,18,37889.31,2023-06-25,On Leave
475,579,Kelly Rodriguez,Compliance Officer,18,53376.7,2024-02-12,Resigned
476,308,Melody Mejia,Data Analyst,12,49955.76,2018-01-01,Resigned
477,57,Daniel Osborn,Investment Advisor,25,53200.55,2018-09-30,Resigned
478,538,Eric Morris,Investment Advisor,15,119707.2,2020-03-21,Active
479,57,Maria Wilson,Security Officer,12,44210.04,2022-01-11,Active
480,664,Julian Moore,Risk Manager,14,68256.02,2018-02-25,On Leave
481,432,Edward Anderson,Financial Analyst,15,77078.24,2019-08-30,Active
482,680,Anne Lee,Security Officer,16,114519.02,2016-02-17,On Leave
483,81,Anthony Moss,Security Officer,14,71725.53,2017-11-13,Resigned
484,694,Mr. Michael Williams,Loan Officer,18,119398.76,2019-02-15,On Leave
485,154,James Sanchez,Investment Advisor,13,63784.64,2021-02-24,Resigned
486,435,Keith Bailey,Customer Service Representative,27,31031.55,2022-04-22,On Leave
487,402,Billy Garza,Financial Analyst,24,68171.15,2021-05-25,Resigned
488,682,Ryan Stone,Financial Analyst,1,42369.24,2024-05-09,Active
489,301,Sarah Schmidt,Risk Manager,16,36790.96,2020-06-18,Active
490,335,Matthew Smith,Financial Analyst,29,58191.57,2016-12-10,Active
491,566,Jennifer Farmer,Branch Manager,10,61104.69,2018-06-16,Active
492,682,Steven Hall,Investment Advisor,21,113417.41,2016-02-08,Resigned
493,132,Elizabeth Elliott,Accountant,30,46684.75,2016-10-09,On Leave
494,644,Brian Cook,Accountant,9,92398.46,2022-04-11,Resigned
495,503,Mary Hurst,Investment Advisor,26,42855.54,2019-08-13,Active
496,22,Miranda Kelly,Security Officer,8,65294.44,2019-02-12,Resigned
497,241,Amanda Frank,IT Support,20,69389.71,2020-04-12,Active
498,536,Jeffrey Ramirez,Investment Advisor,1,88634.66,2023-01-04,Active
499,348,Kimberly Holland,Investment Advisor,21,36997.74,2020-04-16,Resigned
500,520,Nicole Monroe DDS,Data Analyst,8,93300.13,2023-05-31,Resigned
501,81,Joseph Blankenship,Investment Advisor,4,90335.41,2024-12-15,Resigned
502,610,Robert Morales,Loan Officer,30,77610.12,2019-06-13,Active
503,326,Jennifer Sweeney MD,Compliance Officer,16,52460.19,2022-01-14,On Leave
504,420,Kim Kelly,HR Manager,1,60881.31,2022-04-25,Active
505,67,Christopher Werner,Financial Analyst,21,79650.56,2019-08-14,Resigned
506,640,John Carlson,Credit Analyst,19,31974.19,2020-06-10,Active
507,660,Jessica Taylor,Customer Service Representative,17,92130.14,2015-10-22,On Leave
508,19,Franklin Harris,Financial Analyst,13,106576.76,2021-03-20,Active
509,624,Lynn Nguyen,Customer Service Representative,13,34518.44,2015-05-25,On Leave
510,608,Ashley Adams,Customer Service Representative,10,52319.87,2017-06-18,On Leave
511,57,Brendan Henry,Risk Manager,29,49975.96,2017-05-02,Resigned
512,580,Kathryn Casey,Investment Advisor,28,52747.14,2015-12-09,On Leave
513,479,Melanie Dickerson,IT Support,7,119887.61,2015-08-02,On Leave
514,406,Carol Dudley,Risk Manager,13,69009.84,2019-12-27,Active
515,50,Angela Cooke,Risk Manager,13,104744.59,2018-05-01,Resigned
516,116,Jessica Wagner,Risk Manager,17,62958.85,2016-07-11,Active
517,144,Daniel Garcia,Data Analyst,13,65575.02,2024-07-20,Active
518,74,Kenneth Murphy,IT Support,5,32036.59,2021-10-08,On Leave
519,24,Peggy Rich,Compliance Officer,4,36086.01,2025-02-06,Active
520,10,Dylan Beck,Loan Officer,8,113640.91,2018-10-21,Active
521,70,Christine Roy,Customer Service Representative,25,117092.59,2015-03-05,On Leave
522,147,Richard Chavez,Loan Officer,18,60114.37,2017-03-16,Active
523,618,Jamie Smith,Data Analyst,4,35878.2,2023-08-05,Resigned
524,428,David Evans,IT Support,27,86055.05,2023-06-13,On Leave
525,96,Andrew Haynes,Bank Teller,6,67086.07,2016-04-09,On Leave
526,212,Erin Barnes,Investment Advisor,1,54298.68,2021-04-26,Resigned
527,91,Travis Parker,Investment Advisor,24,90045.95,2017-05-24,Resigned
528,8,Mary Morgan,Financial Analyst,18,93095.59,2018-12-21,On Leave
529,628,Theresa Smith,Bank Teller,20,86868.61,2020-08-10,On Leave
530,45,Douglas Jones,Customer Service Representative,4,60996.34,2023-09-10,Active
531,27,Patrick Thomas,Bank Teller,17,118164.81,2023-05-25,Resigned
532,117,Diane Houston,Financial Analyst,30,41703.33,2019-07-26,On Leave
533,662,Amy Hart,Security Officer,12,44406.1,2018-05-06,Active
534,440,Robert Mills,Loan Officer,25,114054.79,2019-08-10,Resigned
535,383,Melody Jackson,HR Manager,26,39783.84,2018-12-27,Resigned
536,483,Nicole Campbell,Risk Manager,18,33708.56,2019-02-21,Active
537,77,Michael Shaw,Accountant,15,90135.9,2023-09-15,On Leave
538,269,Michael Townsend,IT Support,20,109596.81,2024-11-21,Active
539,358,Emily Mann,Compliance Officer,16,63476.48,2016-07-03,Active
540,430,Rachael Brock,Compliance Officer,20,67237.4,2016-07-03,Active
541,581,Joshua Warner,HR Manager,30,110598.41,2018-07-12,On Leave
542,97,Kristin Jacobs,Bank Teller,21,81761.35,2021-12-07,On Leave
543,642,Karina Santos,Accountant,17,41206.74,2022-07-05,Resigned
544,495,Brittney Orr,Branch Manager,5,104965.96,2024-10-16,Active
545,418,Karina Johnston,Loan Officer,15,64570.06,2019-07-18,Active
546,542,Thomas Briggs,Accountant,21,106846.21,2021-04-21,Active
547,299,Jamie Rosario,Compliance Officer,23,70449.05,2020-04-24,On Leave
548,666,Austin Davis,IT Support,16,71222.09,2015-11-20,Resigned
549,303,Angela Tucker,Financial Analyst,27,89133.5,2018-01-06,Resigned
550,355,Brianna Lewis,Data Analyst,8,102468.65,2023-06-01,Active
551,232,Trevor Barnes,Loan Officer,11,31539.35,2015-08-16,Resigned
552,653,Kelly Wong,Bank Teller,7,108744.51,2015-07-07,Resigned
553,182,Emily Reed,Bank Teller,8,100609.27,2023-12-04,Resigned
554,353,Lindsey Lopez,Customer Service Representative,27,82801.84,2023-08-03,Active
555,255,Tina James,Customer Service Representative,3,87424.29,2017-10-30,On Leave
556,5,Jesse Kelley,Data Analyst,27,61396.88,2023-11-08,On Leave
557,230,Christopher Chapman,IT Support,22,50818.65,2023-12-15,Resigned
558,355,Lisa Allen,Security Officer,10,36268.14,2022-10-17,Resigned
559,136,Carlos Sutton,Accountant,11,110277.83,2016-01-30,Active
560,615,Kirsten Fisher,HR Manager,6,61500.88,2019-08-23,Resigned
561,483,Lindsay Fuller,HR Manager,30,53181.46,2024-08-19,Resigned
562,687,Craig Adams,Investment Advisor,17,71420.43,2023-06-10,On Leave
563,585,Cassandra Stuart,Risk Manager,27,51371.17,2019-10-29,Resigned
564,512,Reginald Downs,Customer Service Representative,7,100561.34,2024-10-30,Active
565,684,Jonathon Gallagher,Branch Manager,3,37181.55,2017-11-10,Active
566,691,Cristina Love,Compliance Officer,11,89029.37,2016-07-02,On Leave
567,402,Stephanie Colon,Risk Manager,14,39011.33,2023-04-18,Resigned
568,93,Daniel Navarro,Loan Officer,16,107558.81,2018-12-11,Active
569,152,Ashley Morris,Security Officer,19,37788.92,2022-10-31,Active
570,306,Ryan Kennedy,Investment Advisor,9,55256.38,2021-06-19,Resigned
571,148,Nicole Mcknight,Data Analyst,5,88531.95,2017-09-26,On Leave
572,142,Lisa Bonilla,Branch Manager,19,60700.99,2018-08-06,Active
573,85,Miranda Schroeder,Loan Officer,11,96225.86,2015-06-04,Resigned
574,164,William Roberts,Data Analyst,11,81540.16,2018-11-12,On Leave
575,102,Suzanne Mitchell,Data Analyst,9,68429.51,2017-12-19,Resigned
576,101,Mr. Stephen Baker Jr.,Financial Analyst,29,51781.43,2018-10-21,Resigned
577,509,Chad Strong,Investment Advisor,24,84292.85,2021-10-25,Active
578,50,Alyssa Holt,Customer Service Representative,23,69649.33,2023-07-05,Resigned
579,293,Victoria Hendrix,Risk Manager,16,55507.72,2017-05-30,Resigned
580,455,Mr. Jordan Sanders,Investment Advisor,10,97860.39,2024-02-21,Resigned
581,415,Robert Mccarthy,Credit Analyst,25,113392.88,2018-01-01,Active
582,123,Alexa Watson,Branch Manager,15,75540.74,2019-01-07,Active
583,253,Chad Barrett,IT Support,21,117231.65,2023-04-21,On Leave
584,405,Thomas Flynn,Credit Analyst,12,84966.46,2022-10-09,Active
585,441,Amanda Morales,Accountant,14,42927.43,2022-10-19,Resigned
586,48,Ray Briggs,Data Analyst,4,93761.93,2017-10-17,Resigned
587,549,Teresa Mccall,Financial Analyst,20,95890.58,2020-07-31,Active
588,553,April Rivera,Branch Manager,12,99937.27,2024-09-03,On Leave
589,424,William Evans,Financial Analyst,5,60093.95,2016-06-19,Active
590,598,Michelle Cooper,Risk Manager,9,55998.56,2020-06-18,Resigned
591,126,Roberto Hebert,Customer Service Representative,7,35264.56,2023-09-17,Active
592,56,Cheryl Wang,Security Officer,7,113751.02,2023-04-02,On Leave
593,248,Angela Baldwin,Compliance Officer,27,50155.85,2018-04-10,On Leave
594,308,Kaitlin Wagner,Data Analyst,22,34197.22,2024-07-09,Resigned
595,633,Virginia Graham,Credit Analyst,16,73197.67,2019-06-25,On Leave
596,103,Sophia Avila,Investment Advisor,15,115542.65,2021-04-16,Resigned
597,109,Kimberly Davis,HR Manager,8,30577.29,2021-10-02,On Leave
598,60,Gabriela Torres,Branch Manager,7,118463.17,2020-06-06,Active
599,86,Mrs. Tiffany Banks,Financial Analyst,4,101718.53,2022-12-18,Resigned
600,254,Laura Johnson,Security Officer,11,93527.91,2021-10-15,On Leave
601,126,Nathan Williams,Investment Advisor,6,44976.09,2019-07-31,Resigned
602,172,Eric Thompson,Branch Manager,19,56370.6,2020-07-09,Active
603,38,Brenda Ellis,Branch Manager,19,62865.49,2023-05-05,Active
604,663,Mrs. Hannah Esparza,Accountant,14,67737.28,2019-04-30,Active
605,563,Kevin Sanchez,HR Manager,13,115286.41,2022-09-17,On Leave
606,626,Carol Wolfe,Branch Manager,1,59517.51,2020-05-03,Resigned
607,247,Jeanne Gallagher,Accountant,12,111511.34,2020-08-20,On Leave
608,118,Brittney Osborn,IT Support,13,115332.0,2016-02-18,Resigned
609,196,Robert Thompson,Accountant,30,69043.17,2024-02-10,Active
610,69,Shane Heath,Security Officer,14,40327.23,2018-01-27,Active
611,211,Emily Romero,Bank Teller,11,93406.97,2024-10-02,Resigned
612,63,Steven Miller,Investment Advisor,19,105937.37,2021-03-25,Active
613,23,James Brown,Financial Analyst,1,94683.03,2023-08-31,Active
614,384,Shawna Krueger,Data Analyst,4,77251.84,2018-03-14,Active
615,587,Justin Robinson,Credit Analyst,11,39387.31,2017-09-14,On Leave
616,360,Charles Ray,HR Manager,17,71154.09,2015-06-15,Resigned
617,549,Charles Kramer,Branch Manager,1,116834.57,2018-10-28,Resigned
618,593,Christine Patel,Financial Analyst,20,86483.14,2017-01-22,Active
619,382,Jane Moore,Security Officer,5,65932.6,2021-01-27,Active
620,334,Samuel Collins,Risk Manager,14,82683.67,2016-08-17,On Leave
621,543,Joshua Williams,Loan Officer,22,48257.53,2022-10-18,On Leave
622,277,David Castro,Investment Advisor,25,100483.4,2024-10-31,Resigned
623,340,Christopher Mays,Loan Officer,28,51603.62,2020-07-27,On Leave
624,558,Justin Flynn,Risk Manager,16,75482.0,2017-04-04,Active
625,637,Karen Brewer,Compliance Officer,10,69175.43,2020-06-09,On Leave
626,271,Joanna Doyle,Branch Manager,16,84391.49,2023-02-26,Resigned
627,346,Erika Hunt,Security Officer,17,51397.9,2020-02-25,Resigned
628,527,Amy Hodges,Bank Teller,3,55210.55,2020-12-25,Resigned
629,174,Michael Osborne,Data Analyst,14,108982.56,2021-03-08,Resigned
630,30,Juan Mckay DDS,Financial Analyst,22,85604.9,2019-11-09,On Leave
631,88,Holly Kaiser,Compliance Officer,18,55417.21,2018-10-18,Active
632,424,Kristy Lucas,Data Analyst,14,101207.94,2024-02-20,Resigned
633,203,Sherry Lopez,Investment Advisor,17,33741.97,2019-02-01,Active
634,274,Amanda Watts,Data Analyst,15,103789.22,2023-12-15,On Leave
635,102,Aaron Kemp,Loan Officer,19,71768.24,2021-05-27,Active
636,156,Justin Jenkins,Financial Analyst,4,33548.71,2016-04-21,Active
637,445,Jose Dickson,IT Support,13,98125.3,2023-11-19,Resigned
638,139,Johnny Hudson,Risk Manager,11,86600.91,2022-09-05,On Leave
639,506,Charles Holland,Financial Analyst,13,66773.58,2024-12-23,Active
640,589,Rachael Duncan,Risk Manager,27,93825.99,2023-03-03,Resigned
641,460,Catherine Johnson,Security Officer,13,83393.51,2021-01-23,On Leave
642,588,Duane Herman,Data Analyst,22,92245.4,2019-12-10,On Leave
643,600,Jill Alvarez,Credit Analyst,8,51280.26,2023-08-25,On Leave
644,662,Joseph Barnes,Customer Service Representative,1,79366.46,2024-02-09,On Leave
645,465,Briana Adams,Security Officer,6,105582.01,2016-08-05,Resigned
646,31,Kelly Burke,Security Officer,24,69286.32,2022-05-13,On Leave
647,174,Heather Anderson,Risk Manager,14,41876.58,2022-06-01,Resigned
648,351,Hayley Sullivan,Investment Advisor,4,90650.52,2015-03-06,Resigned
649,104,Marcus Lee,Data Analyst,20,67863.92,2015-10-29,Resigned
650,43,Micheal Steele,Credit Analyst,3,48390.02,2023-04-11,Resigned
651,640,David Frost,Risk Manager,16,118754.53,2021-10-09,On Leave
652,624,Kimberly Page,Risk Manager,23,73903.21,2015-03-22,On Leave
653,255,John Holt,HR Manager,11,86383.39,2015-04-14,On Leave
654,186,David Lane,Risk Manager,14,56999.26,2017-05-23,On Leave
655,180,Alyssa Collins,Investment Advisor,7,32405.9,2016-09-18,Active
656,349,Monique Floyd,HR Manager,11,109366.0,2018-07-14,Active
657,313,Clinton Perkins,Customer Service Representative,3,99269.26,2017-06-21,Resigned
658,534,Elaine Hensley,Credit Analyst,16,41379.38,2024-11-24,On Leave
659,566,Dr. Timothy Nguyen,Risk Manager,14,36240.26,2022-02-25,Active
660,329,Alicia Mejia,IT Support,2,92875.53,2019-09-14,Active
661,519,Sarah Simmons,Financial Analyst,6,75001.11,2019-01-30,On Leave
662,420,James Torres,Accountant,20,47604.03,2018-10-30,On Leave
663,89,Laura Bowen,Accountant,11,31048.61,2018-10-09,On Leave
664,506,Kenneth Cook,HR Manager,23,35874.92,2018-08-24,Resigned
665,549,Rebecca Garcia,Compliance Officer,7,74734.08,2019-01-13,Active
666,224,Felicia Clayton,Loan Officer,20,84252.59,2022-03-30,On Leave
667,497,Roy Robinson,Accountant,30,82122.91,2017-04-23,Resigned
668,459,Jason Ford,Loan Officer,5,51740.93,2019-03-08,Active
669,358,Brian Johnson,HR Manager,8,58130.9,2016-08-29,Resigned
670,372,Tyler Barron,Data Analyst,18,110987.38,2019-02-21,On Leave
671,547,Brian Brown,Risk Manager,2,115964.31,2023-01-03,On Leave
672,11,Glenn Perry,Security Officer,9,76027.71,2024-02-23,Active
673,53,Miranda Cervantes,HR Manager,9,67073.46,2021-12-11,Resigned
674,388,Juan Pearson,IT Support,17,110112.0,2021-12-26,On Leave
675,102,Susan Stanton,HR Manager,17,119967.75,2015-02-25,Active
676,31,Dylan Bailey,Branch Manager,2,53600.44,2015-05-27,Resigned
677,364,Dr. Eric Buckley,Risk Manager,11,82578.21,2024-09-01,Resigned
678,55,Maria Case,Security Officer,11,39695.96,2020-07-07,Resigned
679,33,Edward Barrett,Risk Manager,20,44324.88,2020-11-23,On Leave
680,657,Charlotte Bonilla DVM,Data Analyst,24,81799.29,2023-08-12,On Leave
681,71,Dr. Joshua Anthony,Branch Manager,18,112841.46,2019-03-07,On Leave
682,641,Jennifer Pena,Compliance Officer,27,108819.64,2015-12-14,On Leave
683,681,Charles Harris,Data Analyst,12,32006.25,2020-11-20,Active
684,431,Michael Johnson,Risk Manager,3,84720.95,2020-07-17,Resigned
685,323,Stacey Jarvis,Credit Analyst,27,85404.33,2023-07-21,Active
686,645,Jonathan Brown,Bank Teller,11,82625.19,2015-10-13,Resigned
687,365,Kaitlin Hanson,Investment Advisor,19,66521.91,2015-06-01,Resigned
688,557,Sandra Mcintosh,Branch Manager,28,87053.02,2019-05-07,On Leave
689,411,Tyler Rogers,Financial Analyst,2,74854.51,2017-12-10,Resigned
690,217,Sara Montgomery,Branch Manager,30,35784.95,2015-09-30,On Leave
691,586,Paul Velez,Compliance Officer,19,47412.09,2024-05-09,Resigned
692,179,Gregory Weaver,Data Analyst,2,80647.53,2025-02-18,Resigned
693,229,Todd Wise,Risk Manager,6,105558.08,2022-02-04,Active
694,266,Tracy Martinez,Risk Manager,27,89770.39,2018-10-28,Active
695,528,Christina Kelley,Loan Officer,13,114351.43,2020-10-11,Resigned
696,549,Chad Massey,Accountant,2,97754.55,2017-08-15,On Leave
697,675,Laurie Gonzalez,Investment Advisor,27,44333.82,2019-01-01,Active
698,35,Michael Hill,Credit Analyst,13,37074.67,2025-02-10,Active
699,245,Ashley Sutton,Loan Officer,17,71016.75,2016-05-21,Active
700,370,Mrs. Kari Crane,IT Support,12,90073.59,2021-01-29,Active
701,50,Stacey Medina,Risk Manager,25,113230.5,2018-02-10,Active
702,694,Christian Henson,Loan Officer,21,77091.85,2022-12-10,Active
703,365,Tammy Johnson,Data Analyst,26,60327.2,2024-08-09,Active
704,475,Cory Rivera,Credit Analyst,2,51533.36,2015-06-02,Active
705,101,Jose Lynch,Bank Teller,9,106827.25,2017-09-02,Resigned
706,621,Megan Conrad,Security Officer,2,104361.51,2024-01-13,Resigned
707,206,Dawn Diaz,Risk Manager,8,60956.33,2019-05-30,On Leave
708,360,Kara Leon,Loan Officer,23,102752.84,2018-05-19,On Leave
709,235,Patrick Ferguson,Loan Officer,6,100441.42,2020-10-04,On Leave
710,431,Victoria Miller,Bank Teller,23,72754.73,2015-05-11,On Leave
711,467,Jeremy Martinez,Risk Manager,10,66928.52,2023-03-12,On Leave
712,57,Kelsey Costa,Investment Advisor,16,52838.16,2022-03-13,On Leave
713,407,Cynthia Romero,Customer Service Representative,1,99196.75,2016-04-23,Active
714,234,Mr. Michael Huff,Branch Manager,5,48013.74,2016-04-27,On Leave
715,652,Melinda Phillips,Accountant,3,98284.63,2017-11-16,On Leave
716,593,Elizabeth Perez,Financial Analyst,1,106333.46,2016-12-17,On Leave
717,79,Vincent Anderson,HR Manager,17,63025.54,2023-09-03,On Leave
718,676,Debra Mcdaniel,IT Support,19,65210.5,2023-05-20,Active
719,9,Christina Henderson,Data Analyst,24,63434.83,2015-04-20,On Leave
720,324,Maria Murphy,Credit Analyst,11,84070.28,2017-05-05,Resigned
721,469,William Stewart,Investment Advisor,6,51333.5,2021-08-16,On Leave
722,313,Morgan Jordan,HR Manager,5,113209.45,2016-08-17,Active
723,296,Troy Riley,HR Manager,13,83539.49,2024-06-19,Active
724,518,Tiffany Berg,Accountant,22,40572.85,2022-07-16,Resigned
725,691,David Huff,Data Analyst,19,39459.24,2023-08-15,Active
726,680,William Burton,IT Support,3,58422.64,2020-11-28,Resigned
727,671,Charles Howard,Accountant,1,73378.39,2018-11-07,Resigned
728,571,Justin Zhang,Security Officer,3,80014.51,2020-02-22,Active
729,188,Charlene Green,Compliance Officer,15,59979.53,2022-01-27,Active
730,148,Sherry Lester,Customer Service Representative,28,49597.81,2016-12-20,Active
731,626,Sandra Sanders,Loan Officer,4,64241.14,2021-03-08,Resigned
732,372,Jeffrey Jefferson,Credit Analyst,30,65130.46,2023-02-12,Active
733,152,David Estrada,Risk Manager,29,109102.85,2018-11-23,On Leave
734,16,Jeffrey King,Branch Manager,10,68215.02,2021-09-07,On Leave
735,370,Lauren Wong,Bank Teller,21,95934.47,2022-08-04,Resigned
