Employee_ID,Base_Salary,Bonus,Deductions,Payment_Date
1129,4778.0,0.0,201.92,2025-01-05
1188,8554.55,0.0,347.14,2024-11-08
1341,5801.37,0.0,153.24,2024-09-18
1164,6726.45,888.54,195.89,2024-12-16
1633,4755.17,310.84,127.3,2024-11-28
1795,4595.03,0.0,134.0,2024-10-19
1427,19105.33,0.0,1495.55,2025-01-17
1164,8664.02,1277.86,574.3,2024-09-05
1379,14144.6,1637.64,658.39,2025-01-25
1674,34032.47,4676.69,3000.2,2024-12-01
1776,4941.23,539.58,176.55,2024-09-12
1194,10572.0,856.75,902.74,2024-12-02
1654,24079.71,2395.24,707.55,2024-11-09
1293,5606.05,671.59,367.47,2024-10-17
1784,22264.45,3622.51,1200.05,2024-10-12
1368,4436.69,250.52,95.92,2024-10-19
1321,3982.06,557.87,196.01,2025-01-09
1058,21044.27,0.0,1816.43,2025-01-14
1937,17461.6,2268.74,955.14,2024-09-23
1486,10712.07,735.86,729.77,2025-02-15
1903,5542.17,898.86,455.13,2025-02-02
1061,20837.37,3262.28,900.49,2024-11-22
1191,3716.66,269.52,174.4,2024-12-20
1113,10627.08,1339.11,705.22,2024-11-21
1166,5502.11,847.66,166.27,2024-11-20
1654,21685.95,0.0,1537.61,2024-11-05
1369,5649.91,641.49,233.38,2025-01-08
1746,5856.05,1032.64,386.66,2024-10-25
1590,7216.52,1424.95,678.33,2024-10-26
1248,13914.98,1351.76,1080.16,2024-10-08
1531,4114.76,0.0,110.38,2024-10-31
1838,14351.35,2210.08,704.14,2024-10-25
1174,6562.08,928.7,326.65,2025-01-09
1299,14157.05,1518.58,795.02,2024-11-05
1407,8929.43,644.04,891.15,2024-10-20
1733,23347.17,4015.87,791.35,2024-08-27
1556,20201.16,1303.8,1346.72,2024-10-17
1473,11726.0,991.25,958.68,2024-12-10
1022,12741.83,1188.18,635.86,2024-12-29
1839,3664.46,354.04,281.28,2024-09-16
1198,6749.93,0.0,375.4,2025-01-04
1228,49187.36,9647.17,2166.7,2024-09-16
1206,8704.87,634.18,816.03,2024-12-28
1925,23969.91,3010.84,982.8,2024-12-26
1557,3108.77,393.3,98.15,2025-01-03
1206,3042.57,435.79,124.46,2024-12-06
1468,4205.31,673.96,274.57,2025-02-09
1212,17512.47,0.0,868.41,2024-11-12
1407,11584.08,0.0,640.31,2025-02-12
1606,4854.91,688.81,165.27,2024-10-18
1051,7660.1,543.31,555.22,2024-11-26
1478,13207.17,1739.39,273.84,2025-01-13
1862,9453.89,909.66,580.1,2024-09-29
1054,3325.14,0.0,220.53,2024-12-10
1368,24682.16,4188.21,2222.93,2024-12-29
1928,4850.79,954.27,335.44,2024-10-01
1565,14882.46,2670.22,1355.58,2024-12-29
1167,7144.16,0.0,535.98,2024-11-23
1093,5461.21,1021.45,274.22,2024-10-21
1615,8903.82,924.29,772.81,2024-10-18
1928,3944.92,581.56,85.52,2025-01-09
1370,11790.28,0.0,406.91,2025-01-05
1383,9050.61,948.48,332.52,2025-01-14
1643,9451.36,1622.55,779.96,2024-10-02
1710,22219.74,0.0,2009.78,2024-09-27
1862,11418.84,0.0,588.45,2024-11-24
1177,7055.9,609.53,627.77,2025-01-09
1377,3828.76,570.59,216.57,2024-12-17
1164,5714.22,695.22,526.56,2024-09-04
1592,4733.54,255.49,419.99,2024-10-22
1943,11788.36,1185.5,1106.8,2024-11-17
1329,8952.23,0.0,290.39,2025-01-28
1945,11281.46,1071.41,558.6,2024-11-28
1250,3414.71,571.3,142.38,2024-10-18
1699,24074.48,3935.78,991.38,2024-10-12
1667,5397.55,1029.58,165.7,2025-01-06
1793,3067.6,0.0,306.57,2025-02-12
1594,6755.49,0.0,216.12,2024-12-08
1128,10361.99,0.0,917.66,2025-02-10
1222,7694.29,463.32,372.96,2024-09-12
1380,10341.57,1443.37,207.01,2025-02-03
1765,22843.31,3504.86,1664.97,2024-12-29
1590,3139.42,566.64,311.88,2025-02-05
1808,4674.45,557.58,326.6,2024-09-05
1579,5632.08,523.89,179.69,2025-01-06
1177,3149.66,363.4,282.88,2025-02-03
1167,3594.18,358.98,305.14,2025-01-03
1542,9546.22,1700.78,781.73,2024-09-22
1355,22140.0,3882.08,1725.24,2025-01-05
1590,9603.89,0.0,762.62,2024-08-31
1370,3182.65,490.54,231.16,2024-12-30
1962,3950.49,0.0,316.83,2025-01-14
1156,4712.69,463.44,379.99,2024-10-03
1985,46585.22,9288.49,1537.82,2024-11-17
1260,4610.76,347.27,450.74,2025-02-02
1426,6237.68,1225.23,594.02,2024-11-17
1028,5491.83,636.06,410.91,2025-01-29
1104,10583.77,2107.05,872.26,2024-11-05
1808,5010.7,265.3,421.85,2025-01-04
1039,18822.52,2980.48,1223.28,2024-08-25
1599,21464.89,4088.17,1769.89,2025-01-26
1838,11240.6,0.0,655.65,2025-01-09
1074,17136.35,0.0,1112.59,2024-09-01
1365,3696.61,674.98,313.91,2024-12-18
1278,5532.44,958.08,324.39,2025-02-07
1128,9176.57,1642.99,249.13,2024-10-27
1557,4773.68,375.38,296.47,2024-09-16
1599,20879.1,0.0,2087.75,2024-12-03
1991,9465.03,504.1,897.81,2025-01-11
1061,16053.94,1857.35,1566.37,2024-12-24
1304,24295.61,3163.1,1635.42,2024-10-17
1348,10484.53,1208.99,808.73,2025-01-17
1247,3939.97,551.29,88.74,2024-09-05
1525,7582.45,496.0,398.57,2025-01-14
1699,11891.56,913.06,374.09,2024-10-29
1224,8737.11,873.93,234.9,2025-01-03
1606,5864.65,974.25,158.73,2024-12-10
1051,12137.78,0.0,971.51,2024-12-30
1134,8277.13,492.18,443.92,2025-02-08
1238,32954.93,3363.79,1437.45,2024-09-10
1654,4553.91,437.82,154.76,2025-01-28
1191,13259.21,0.0,964.99,2024-12-09
1986,24020.05,2305.44,1026.77,2024-12-07
1140,6726.82,0.0,589.0,2024-12-20
1226,8832.08,1333.44,768.73,2025-01-07
1239,5541.7,964.08,550.76,2024-09-16
1442,17847.28,2574.32,903.59,2024-11-10
1585,11208.52,0.0,624.74,2024-12-24
1986,8348.61,642.21,640.35,2024-12-20
1089,7823.29,1503.49,547.57,2024-11-05
1130,11581.37,584.07,259.52,2024-12-11
1403,21108.89,2614.38,1554.41,2024-09-19
1222,30990.0,2891.34,822.18,2025-01-01
1088,3699.33,210.86,140.05,2024-09-24
1497,22358.18,3029.21,1818.42,2024-12-17
1048,17387.16,1044.41,1675.33,2024-09-16
1582,9137.68,1184.0,224.43,2025-02-15
1818,3308.66,0.0,127.73,2024-09-12
1792,6358.42,0.0,530.02,2024-11-11
1454,6771.18,534.96,195.18,2024-09-23
1380,10030.49,0.0,274.91,2024-09-09
1831,5564.83,353.25,159.68,2024-09-02
1497,5070.93,660.99,181.67,2024-09-14
1134,9929.95,1834.61,280.68,2024-09-04
1463,3185.58,464.96,144.42,2024-09-01
1854,6811.43,364.56,627.73,2024-10-17
1860,4493.1,695.0,118.68,2024-09-29
1113,5447.7,1008.95,457.34,2024-11-05
1609,14706.19,2003.04,895.77,2024-09-05
1811,8483.42,1289.7,340.66,2024-11-06
1054,3630.79,624.59,336.52,2024-09-21
1865,22329.21,0.0,872.93,2024-09-12
1244,3348.75,507.34,167.86,2024-12-13
1925,3383.25,646.8,195.58,2024-09-27
1654,5179.61,725.2,103.99,2024-09-23
1842,10331.82,1130.39,270.51,2025-02-01
1868,5264.86,1034.32,250.05,2025-01-17
1860,4037.11,0.0,102.75,2024-11-17
1206,19400.63,3667.98,601.29,2025-01-17
1165,18907.6,2804.98,888.77,2024-10-03
1531,9991.02,0.0,580.62,2024-10-03
1921,6251.92,703.17,207.52,2024-10-10
1980,3910.71,0.0,237.79,2024-10-05
1875,10136.21,877.52,935.32,2024-12-22
1198,14861.62,1044.98,607.31,2024-09-05
1628,7863.58,0.0,500.34,2024-12-27
1513,37509.03,6561.71,3094.21,2024-11-27
1810,19733.72,0.0,1429.79,2024-12-25
1695,3062.43,227.08,87.7,2024-10-31
1795,10500.01,0.0,639.34,2024-11-26
1040,19315.5,2915.12,895.0,2024-12-30
1188,5795.72,790.89,470.89,2025-02-05
1329,5282.99,467.09,457.66,2024-12-06
1825,41092.75,0.0,3101.9,2024-09-17
1810,9988.48,786.5,810.89,2024-09-06
1310,10833.78,996.42,459.96,2024-09-15
1575,5533.72,497.72,298.43,2025-02-12
1585,23010.04,3525.67,1288.56,2024-12-24
1226,17543.41,0.0,1562.6,2025-01-15
1599,24943.71,2764.43,900.04,2024-11-25
1754,5883.94,1164.36,483.78,2024-10-24
1000,10513.31,712.27,697.87,2024-09-06
1421,4013.85,356.48,270.53,2024-12-23
1982,4800.54,716.59,348.38,2024-10-17
1169,5376.79,0.0,138.48,2024-11-27
1708,9727.02,1422.41,382.11,2024-12-12
1247,11238.37,1922.18,468.36,2024-11-09
1654,12733.04,0.0,432.84,2024-09-29
1831,3096.19,0.0,214.5,2024-09-26
1585,4993.17,867.82,338.92,2024-12-27
1877,3059.56,281.79,244.02,2024-12-10
1736,4029.19,588.34,285.79,2025-01-16
1673,3362.92,0.0,219.5,2024-11-09
1383,19646.48,1794.45,1013.65,2024-12-28
1128,3445.76,0.0,69.67,2024-09-29
1194,5970.39,851.83,399.68,2024-10-26
1936,4219.55,0.0,188.83,2024-08-24
1475,11368.92,1795.5,888.17,2024-09-16
1194,7906.15,1245.73,302.86,2024-09-30
1234,3504.59,0.0,100.34,2025-01-16
1171,3796.95,535.34,189.87,2025-01-31
1935,11665.86,1128.59,712.54,2024-12-20
1755,3052.97,477.17,163.2,2024-12-25
1058,11876.01,1958.73,759.89,2024-09-17
1969,11220.56,855.02,375.62,2025-02-14
1796,4648.77,0.0,241.02,2024-09-13
1654,4053.1,400.12,392.66,2024-11-20
1668,11751.87,741.21,830.74,2024-12-24
1513,6543.01,1017.78,528.64,2024-12-21
1065,11052.61,0.0,662.57,2024-10-28
1724,11602.62,912.78,642.41,2024-08-26
1464,9237.93,707.67,709.19,2024-11-01
1615,7496.66,1441.04,246.68,2025-01-09
1095,10688.84,1377.93,953.72,2025-01-14
1244,10444.33,719.33,971.14,2025-01-31
1206,7064.19,0.0,687.57,2024-09-23
1926,8676.32,0.0,850.73,2024-12-28
1653,3231.04,448.73,140.29,2025-01-12
1673,4873.08,566.84,410.5,2024-09-26
1665,4098.53,410.32,93.81,2024-12-20
1499,5716.34,0.0,377.35,2025-01-24
1175,4656.08,459.88,156.85,2025-01-11
1050,4483.08,325.94,284.36,2024-10-16
1123,3090.36,311.64,180.34,2024-11-30
1448,43993.22,2972.62,1153.59,2024-12-11
1002,9945.03,1286.68,893.98,2024-11-11
1530,7036.98,970.92,383.01,2024-09-17
1604,11378.8,2180.0,446.62,2024-09-01
1003,3655.64,0.0,277.48,2024-11-11
1293,5528.63,0.0,466.4,2025-01-03
1820,9957.07,0.0,719.88,2024-10-09
1810,17102.75,0.0,1502.44,2025-01-26
1603,9075.75,0.0,382.25,2024-12-26
1399,7159.56,1265.08,450.02,2024-11-11
1212,4536.99,337.42,447.63,2024-11-05
1652,17708.39,2012.35,1317.09,2024-10-28
1967,15662.29,0.0,788.7,2024-11-28
1632,13170.59,2226.47,1031.38,2024-08-29
1021,3494.72,0.0,204.15,2025-01-31
1813,4994.9,520.28,386.53,2024-11-13
1842,6860.6,1302.4,235.06,2025-02-05
1015,29245.27,0.0,2148.57,2024-10-15
1842,7878.97,0.0,247.03,2024-12-01
1531,4241.97,753.32,368.77,2024-08-31
1222,7728.83,0.0,362.2,2024-11-27
1248,5641.91,0.0,551.46,2024-10-14
1986,8623.6,1271.68,585.67,2024-12-24
1849,3760.29,552.45,84.77,2025-02-18
1488,6893.56,675.95,436.34,2024-12-05
1222,10107.95,0.0,228.17,2024-09-17
1046,7747.38,1170.48,621.91,2025-01-22
1776,9789.4,0.0,612.39,2024-09-09
1491,4199.18,0.0,219.78,2024-12-19
1825,9206.69,880.81,660.96,2024-12-04
1209,5828.03,1042.89,411.35,2024-10-24
1962,14176.77,2039.82,926.58,2024-10-07
1479,11599.96,0.0,1058.45,2024-10-18
1473,3367.26,0.0,145.37,2024-10-02
1501,3895.6,0.0,363.37,2024-11-08
1211,3226.76,179.5,204.55,2024-11-04
1877,10447.65,1630.34,791.28,2024-12-21
1576,16745.75,1861.27,797.06,2024-11-30
1934,5210.21,411.69,168.29,2024-08-27
1654,11946.66,2271.21,649.81,2024-09-27
1839,10088.09,953.04,802.21,2024-09-07
1047,19626.96,3605.74,1353.62,2025-02-03
1214,6570.16,642.21,470.85,2024-12-07
1818,23669.91,2189.42,657.9,2024-12-30
1407,10148.92,1178.87,320.8,2024-11-19
1551,4542.04,0.0,334.53,2024-12-16
1865,10965.02,0.0,652.93,2024-08-26
1365,4937.59,507.61,203.32,2024-12-05
1667,10139.3,1555.87,976.65,2025-01-10
1929,11960.87,1647.07,423.95,2024-08-27
1099,15136.68,2848.58,937.97,2024-12-10
1214,16531.75,2747.39,1278.01,2024-10-18
1632,3449.95,0.0,295.37,2024-11-30
1202,6775.65,420.15,354.81,2024-11-15
1956,7944.12,0.0,184.4,2024-12-25
1066,15671.08,2088.53,1374.86,2025-01-12
1708,6276.41,0.0,599.43,2024-09-09
1365,7695.14,1535.15,365.11,2025-02-17
1442,11620.7,2157.86,485.09,2024-11-19
1813,5415.23,970.34,453.81,2024-10-24
1785,19337.43,1799.78,1712.44,2024-11-18
1940,12053.13,652.94,388.45,2024-10-23
1808,9050.94,1648.26,861.04,2024-12-08
1214,8134.15,1557.4,300.2,2025-01-04
1050,6249.94,0.0,523.98,2024-10-27
1279,3719.46,0.0,365.36,2024-09-19
1247,14562.15,1521.06,680.66,2024-10-22
1134,34914.78,2683.71,1781.93,2024-08-27
1639,4111.11,685.13,162.88,2024-10-16
1855,5308.94,519.6,442.61,2025-01-12
1862,3296.02,203.55,294.09,2024-09-22
1068,6009.64,1112.2,548.78,2024-11-13
1228,17890.62,970.07,529.11,2024-12-16
1323,20243.63,0.0,1244.05,2024-10-29
1226,4399.86,369.27,298.7,2024-09-15
1202,44522.11,4223.8,3391.13,2024-12-01
1374,15367.18,901.91,819.48,2024-08-27
1427,3315.67,481.76,72.43,2025-02-07
1444,9817.06,502.57,253.16,2024-11-01
1784,15895.77,0.0,529.88,2024-08-26
1962,10497.41,0.0,852.36,2025-02-15
1444,4133.83,0.0,155.41,2024-10-18
1579,8192.02,0.0,475.0,2024-11-09
1226,22929.93,1339.15,1232.85,2024-11-17
1323,6850.07,0.0,398.05,2024-11-04
1553,3546.73,0.0,217.58,2025-01-10
1620,21092.33,2689.57,1779.44,2025-02-17
1000,14036.35,2146.95,391.4,2024-11-04
1468,3111.25,577.71,128.07,2024-09-06
1267,7185.12,1006.76,150.95,2024-10-19
1248,5665.17,805.93,124.09,2024-11-04
1075,6570.5,965.72,253.85,2025-01-30
1906,20201.46,0.0,607.7,2024-11-19
1463,4758.05,524.86,100.34,2025-01-26
1365,15080.69,1423.32,423.03,2024-09-24
1710,14132.49,2380.44,536.01,2025-02-03
1903,4734.29,0.0,283.29,2024-12-24
1432,11999.51,0.0,544.42,2025-01-27
1454,5280.34,618.72,119.9,2024-10-27
1725,24480.68,2485.72,1338.61,2024-11-25
1555,15802.2,2783.45,605.72,2024-09-26
1838,11981.8,0.0,467.93,2024-11-18
1426,10393.63,0.0,217.2,2024-11-17
1184,13927.91,0.0,703.2,2024-09-17
1719,5443.86,0.0,332.08,2024-12-03
1250,3827.58,582.31,299.18,2025-01-20
1701,3739.46,615.49,83.25,2025-01-21
1668,5789.86,696.51,550.98,2024-09-02
1471,3201.36,494.76,219.83,2024-09-01
1228,8214.39,0.0,689.11,2025-02-14
1321,9208.36,0.0,426.55,2025-01-25
1296,18257.14,1311.52,887.29,2024-12-10
1488,5306.15,556.83,270.54,2025-01-03
1615,5141.08,1018.27,499.78,2024-09-17
1383,13845.14,2262.17,796.71,2024-11-28
1710,3143.09,513.29,136.85,2024-10-19
1370,4427.75,310.63,415.35,2025-01-04
1860,16832.08,2745.98,385.69,2024-10-19
1991,9652.05,733.63,699.69,2024-12-28
1838,10829.15,1138.94,921.03,2024-11-04
1508,8883.55,533.31,657.39,2024-10-24
1294,3985.55,400.95,279.42,2025-02-06
1368,6982.29,0.0,311.07,2024-09-09
1244,3788.95,298.12,142.58,2024-09-08
1537,5755.89,773.73,447.24,2024-10-13
1542,8357.37,987.15,626.46,2024-12-10
1412,21011.77,0.0,895.36,2024-08-24
1449,11578.7,0.0,1143.92,2024-08-23
1933,4806.42,610.42,248.24,2025-01-22
1594,8310.56,885.58,607.08,2024-12-27
1471,4247.37,218.22,112.98,2024-08-27
1547,4420.27,512.42,399.66,2024-11-06
1296,3188.36,0.0,162.91,2024-12-27
1401,10441.58,1452.81,556.72,2024-11-09
1317,8986.03,1717.34,704.55,2024-10-12
1615,18825.99,0.0,1710.95,2024-09-19
1355,11941.56,1649.78,471.03,2025-01-10
1003,4875.86,760.53,189.79,2024-09-03
1431,3470.29,0.0,313.58,2024-09-06
1408,4525.25,549.67,330.09,2024-09-21
1865,4548.09,0.0,450.87,2024-11-03
1241,3749.6,404.56,150.29,2024-10-02
1126,4203.82,270.83,87.46,2024-10-11
1321,4918.07,797.34,139.99,2025-02-11
1294,3219.94,0.0,139.19,2024-09-12
1855,24277.35,1528.88,1963.67,2025-02-10
1632,7236.91,0.0,222.09,2024-10-06
1426,24365.77,2788.52,1191.46,2025-01-28
1664,7551.18,689.45,698.18,2024-12-28
1903,12519.21,1226.87,1069.54,2024-09-03
1358,11925.08,0.0,731.52,2024-12-28
1406,10755.73,0.0,376.09,2024-10-17
1076,6461.61,0.0,405.01,2025-02-02
1054,7007.89,0.0,515.9,2024-12-01
1054,31158.26,0.0,1954.11,2025-01-15
1083,4568.8,0.0,294.08,2024-08-24
1194,10134.1,1272.41,717.0,2024-09-15
1532,6404.96,0.0,305.04,2025-01-14
1013,21241.53,0.0,1537.85,2025-02-10
1513,7777.54,849.27,493.03,2024-10-08
1574,9614.17,1850.69,731.36,2025-02-17
1222,8310.94,1443.34,310.84,2024-11-15
1134,10797.2,716.69,541.56,2024-10-14
1442,14226.73,870.11,948.44,2025-02-14
1454,32127.86,2063.11,1394.82,2024-12-02
1750,3144.82,0.0,165.39,2025-01-04
1454,8212.96,0.0,197.47,2024-12-01
1980,4885.22,0.0,477.68,2024-09-09
1592,4461.11,662.73,418.46,2024-11-22
1823,10083.35,0.0,877.53,2025-01-27
1677,5723.09,366.51,564.84,2024-12-16
1862,9033.37,0.0,294.75,2025-01-10
1831,8347.74,1241.9,764.41,2024-11-19
1477,10365.58,1945.55,776.54,2024-09-26
1724,4325.31,423.07,329.17,2025-01-31
1727,3813.31,627.88,294.51,2024-09-11
1068,7392.77,1305.62,682.7,2024-12-31
1478,11943.8,835.57,980.43,2025-02-03
1327,5117.48,679.62,222.57,2025-01-05
1823,9751.7,0.0,974.89,2024-10-16
1431,49012.33,0.0,3463.43,2024-10-08
1585,6874.13,0.0,627.64,2024-09-06
1047,18476.41,3501.72,666.39,2024-11-07
